artist,title,start_date,end_date,low_estimate,high_estimate,price,auction_site,year,artwork_type,edition,height_cm,width_cm,currency,low_estimate_USD,high_estimate_USD,price_USD
Pablo Picasso,"Raphaël et la Fornarina XVI: le pape est toujours sur son pot, songeur (Raphael and the Fornarina XVI: The Pope is Always on his Pot, Pensive), plate 311 from Séries 347 (Bl. 1791, Ba. 1808)",2023-06-07T16:00:00,2023-06-08T11:00:00,2000.0,3000.0,2413.0,Phillips,1968.0,Etching,,14.8,20.9,£,2489.17,3733.76,3003.19
Pablo Picasso,'Madoura',2023-04-27T12:00:00,2023-04-27T12:00:00,1500.0,2000.0,2159.0,Phillips,1961.0,Linocut,100.0,10.1,22.1,£,1870.72,2494.29,2692.59
Pablo Picasso,Tête de femme au chignon,2023-05-17T21:00:00,2023-05-17T21:00:00,6000000.0,9000000.0,7320000.0,Phillips,1952.0,oil,,73.0,59.7,$,6000000.0,9000000.0,7320000.0
Pablo Picasso,Tête de femme au chignon,2023-05-17T21:00:00,2023-05-17T21:00:00,6000000.0,9000000.0,7320000.0,Phillips,1952.0,oil,,73.0,59.7,$,6000000.0,9000000.0,7320000.0
Pablo Picasso,'Madoura',2023-04-27T12:00:00,2023-04-27T12:00:00,1500.0,2000.0,2159.0,Phillips,1961.0,Linocut,100.0,10.1,22.1,£,1870.72,2494.29,2692.59
Pablo Picasso,Tête de femme au chignon,2023-05-17T21:00:00,2023-05-17T21:00:00,6000000.0,9000000.0,7320000.0,Phillips,1952.0,oil,,73.0,59.7,$,6000000.0,9000000.0,7320000.0
Pablo Picasso,"Danaé (Bl. 1084, Ba. 1286)",2023-04-18T15:00:00,2023-04-20T21:00:00,40000.0,60000.0,57150.0,Phillips,1962.0,Linocut,,27.0,34.9,$,40000.0,60000.0,57150.0
Pablo Picasso,"Tête d'homme à la pipe (Head of a Man with a Pipe) (Bl. 23, Ba. 32)",2023-04-18T15:00:00,2023-04-20T21:00:00,6000.0,9000.0,11430.0,Phillips,1912.0,Etching,100.0,13.0,11.0,$,6000.0,9000.0,11430.0
Pablo Picasso,"Jacqueline au chapeau à fleurs. I (Jacqueline in a Flowered Hat. I) (see Bl. 1076 & 1149, see Ba. 1304 I & II)",2023-04-18T15:00:00,2023-04-20T21:00:00,20000.0,30000.0,22860.0,Phillips,1962.0,Linocut,50.0,34.9,27.0,$,20000.0,30000.0,22860.0
Pablo Picasso,"Danaé (Bl. 1084, Ba. 1286)",2023-04-18T15:00:00,2023-04-20T21:00:00,40000.0,60000.0,57150.0,Phillips,1962.0,Linocut,,27.0,34.9,$,40000.0,60000.0,57150.0
Pablo Picasso,"Minotaure aveugle guidé par Marie-Thérèse au pigeon dans une nuit étoilée (Blind Minotaur Guided Through a Starry Night by Marie-Thérèse with a Dove), plate 97 from La Suite Vollard (Bl. 225, Ba. 437)",2023-01-18T17:00:00,2023-01-19T20:00:00,60000.0,80000.0,88200.0,Phillips,1934.0,aquatint,260.0,24.7,34.7,£,74085.97,98781.29,108906.37
Pablo Picasso,"Scene de séduction entre deux filles, avec Degas voyeur (Scene of Seduction Between Two Girls, with Degas Watching), plate 96 from Séries 156 (Bl. 1951, Ba. 1960)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,5040.0,Phillips,1971.0,Etching,,36.4,48.5,£,2469.53,3704.3,6223.22
Pablo Picasso,"Raphaël et la Fornarina XXI: Michel-Ange est caché sous le lit (Raphael and the Fornarina XXI: Michelangelo is Hidden Under the Bed), plate 316 from Séries 347 (Bl. 1796, Ba. 1813)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,4788.0,Phillips,1968.0,Etching,,14.5,20.8,£,2469.53,3704.3,5912.06
Pablo Picasso,"Quatre femmes nues et tête sculptée (Four Nude Women and a Carved Head), plate 82 from La Suite Vollard (Bl. 219, Ba. 424)",2023-01-18T17:00:00,2023-01-19T20:00:00,20000.0,30000.0,25200.0,Phillips,1934.0,Etching,260.0,22.2,31.4,£,24695.32,37042.98,31116.11
Pablo Picasso,"Scene de séduction entre deux filles, avec Degas voyeur (Scene of Seduction Between Two Girls, with Degas Watching), plate 96 from Séries 156 (Bl. 1951, Ba. 1960)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,5040.0,Phillips,1971.0,Etching,,36.4,48.5,£,2469.53,3704.3,6223.22
Pablo Picasso,"Jacqueline au bandeau de face (Jacqueline with Headband) (Bl. 1069, Ba. 1303)",2023-01-18T17:00:00,2023-01-19T20:00:00,40000.0,60000.0,60480.0,Phillips,1962.0,Linocut,,64.0,52.9,£,49390.65,74085.97,74678.66
Pablo Picasso,"Jeune fille aux grands cheveux (Young Girl with Long Hair) (Bl. 380, M. 12)",2023-01-18T17:00:00,2023-01-19T20:00:00,8000.0,12000.0,22680.0,Phillips,1945.0,Lithograph,,37.8,31.5,£,9878.13,14817.19,28004.5
Pablo Picasso,"Minotaure aveugle guidé par Marie-Thérèse au pigeon dans une nuit étoilée (Blind Minotaur Guided Through a Starry Night by Marie-Thérèse with a Dove), plate 97 from La Suite Vollard (Bl. 225, Ba. 437)",2023-01-18T17:00:00,2023-01-19T20:00:00,60000.0,80000.0,88200.0,Phillips,1934.0,aquatint,260.0,24.7,34.7,£,74085.97,98781.29,108906.37
Pablo Picasso,Paysage au pin,2022-11-15T23:00:00,2022-11-15T23:00:00,1200000.0,1800000.0,1482000.0,Phillips,1953.0,oil,,38.1,55.2,$,1200000.0,1800000.0,1482000.0
Pablo Picasso,Mousquetaire buste,2022-11-15T23:00:00,2022-11-15T23:00:00,2500000.0,3500000.0,2450000.0,Phillips,1968.0,oil,,92.4,36.5,$,2500000.0,3500000.0,2450000.0
Pablo Picasso,"Scene de séduction entre deux filles, avec Degas voyeur (Scene of Seduction Between Two Girls, with Degas Watching), plate 96 from Séries 156 (Bl. 1951, Ba. 1960)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,5040.0,Phillips,1971.0,Etching,,36.4,48.5,£,2469.53,3704.3,6223.22
Pablo Picasso,"Scene de séduction entre deux filles, avec Degas voyeur (Scene of Seduction Between Two Girls, with Degas Watching), plate 96 from Séries 156 (Bl. 1951, Ba. 1960)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,5040.0,Phillips,1971.0,Etching,,36.4,48.5,£,2469.53,3704.3,6223.22
Pablo Picasso,"Scene de séduction entre deux filles, avec Degas voyeur (Scene of Seduction Between Two Girls, with Degas Watching), plate 96 from Séries 156 (Bl. 1951, Ba. 1960)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,5040.0,Phillips,1971.0,Etching,,36.4,48.5,£,2469.53,3704.3,6223.22
Pablo Picasso,"Carnaval (B. 1193, Ba. 1356)",2022-10-24T21:00:00,2022-10-26T22:00:00,8000.0,12000.0,13860.0,Phillips,1965.0,Linocut,,64.1,52.7,$,8000.0,12000.0,13860.0
Pablo Picasso,"Scene de séduction entre deux filles, avec Degas voyeur (Scene of Seduction Between Two Girls, with Degas Watching), plate 96 from Séries 156 (Bl. 1951, Ba. 1960)",2023-01-18T17:00:00,2023-01-19T20:00:00,2000.0,3000.0,5040.0,Phillips,1971.0,Etching,,36.4,48.5,£,2469.53,3704.3,6223.22
Pablo Picasso,"Homme nu assis avec femme nue sur les genoux (Naked Man Seated with Naked Woman on Lap) (B. 775, Ba. 950)",2022-10-24T21:00:00,2022-10-26T22:00:00,2000.0,4000.0,2016.0,Phillips,1955.0,Etching,,25.7,30.5,$,2000.0,4000.0,2016.0
Pablo Picasso,"Homme nu assis avec femme nue sur les genoux (Naked Man Seated with Naked Woman on Lap) (B. 775, Ba. 950)",2022-10-24T21:00:00,2022-10-26T22:00:00,2000.0,4000.0,2016.0,Phillips,1955.0,Etching,,25.7,30.5,$,2000.0,4000.0,2016.0
Pablo Picasso,"Tête de femme, de profil (Head of a Woman, in Profile), from La Suite des Saltimbanques (B. 6, Ba. 7)",2022-10-24T21:00:00,2022-10-26T22:00:00,5000.0,7000.0,9450.0,Phillips,1905.0,Drypoint,250.0,29.2,25.1,$,5000.0,7000.0,9450.0
Pablo Picasso,"Danses (Dances) (B. 750, M. 246)",2022-09-14T17:00:00,2022-09-15T17:00:00,8000.0,12000.0,18900.0,Phillips,1954.0,Lithograph,,48.0,62.0,£,9235.96,13853.93,21819.94
Pablo Picasso,"La poule (The Hen) (Bl. 694, Ba. 896)",2022-09-14T17:00:00,2022-09-15T17:00:00,8000.0,12000.0,23940.0,Phillips,1952.0,Aquatint,,51.2,66.5,£,9235.96,13853.93,27638.6
Pablo Picasso,"La poule (The Hen) (Bl. 694, Ba. 896)",2022-09-14T17:00:00,2022-09-15T17:00:00,8000.0,12000.0,23940.0,Phillips,1952.0,Aquatint,,51.2,66.5,£,9235.96,13853.93,27638.6
Pablo Picasso,"La poule (The Hen) (Bl. 694, Ba. 896)",2022-09-14T17:00:00,2022-09-15T17:00:00,8000.0,12000.0,23940.0,Phillips,1952.0,Aquatint,,51.2,66.5,£,9235.96,13853.93,27638.6
Pablo Picasso,"Colombe volant (à l'Arc-en-ciel) (Flying Dove in a Rainbow) (Bl. 712, M. 214)",2022-09-14T17:00:00,2022-09-15T17:00:00,6000.0,8000.0,8190.0,Phillips,1952.0,Lithograph,,50.3,65.0,£,6926.97,9235.96,9455.31
Pablo Picasso,"L'ecuyère et les clowns (The Horsewoman and the Clowns) (Bl. 842, M. 304)",2022-09-14T17:00:00,2022-09-15T17:00:00,3000.0,5000.0,9450.0,Phillips,1957.0,Lithograph,,50.0,68.5,£,3463.48,5772.47,10909.97
Pablo Picasso,"Danses (Dances) (B. 750, M. 246)",2022-09-14T17:00:00,2022-09-15T17:00:00,8000.0,12000.0,18900.0,Phillips,1954.0,Lithograph,,48.0,62.0,£,9235.96,13853.93,21819.94
Pablo Picasso,"La poule (The Hen) (Bl. 694, Ba. 896)",2022-09-14T17:00:00,2022-09-15T17:00:00,8000.0,12000.0,23940.0,Phillips,1952.0,Aquatint,,51.2,66.5,£,9235.96,13853.93,27638.6
Pablo Picasso,"Cavalier en visite chez une fille, avec la Célestine et un petit chien (Cavalier Visiting a Girl, with Celestine and a Small Dog), plate 162 from 347 Series (Bl. 1642, Ba. 1658)",2022-09-14T17:00:00,2022-09-15T17:00:00,2000.0,3000.0,4410.0,Phillips,1968.0,Aquatint,,10.0,16.0,£,2308.99,3463.48,5091.32
Pablo Picasso,"Peintres aux champs: autour du XIXe Siècle et de Courbet (Field Painters: Around the 19th Century and Courbet), plate 327 from 347 Series (Bl. 1807, Ba. 1824)",2022-09-14T17:00:00,2022-09-15T17:00:00,2500.0,3500.0,3780.0,Phillips,1968.0,Etching,,21.0,26.6,£,2886.24,4040.73,4363.99
Pablo Picasso,"Le Viol, V, plate 31 from La Suite Vollard (B. 182, Ba. 341)",2022-06-25T16:00:00,2022-06-25T16:00:00,4000.0,6000.0,6300.0,Phillips,1933.0,Drypoint,260.0,29.5,36.5,$,4000.0,6000.0,6300.0
Pablo Picasso,"La Célestine, sa protégée, et un jeune gentilhomme (Her Protege, and a Young Gentleman), plate 190 from 347 Series (B. 1670, Ba. 1686, see C. bks 149)",2022-06-25T16:00:00,2022-06-25T16:00:00,2500.0,3500.0,6300.0,Phillips,1968.0,Aquatint,,8.9,12.7,$,2500.0,3500.0,6300.0
Pablo Picasso,"Baigneuses à la piscine (Bathers at the Pool) (B. 242, Ba. 270)",2022-06-25T16:00:00,2022-06-25T16:00:00,6000.0,8000.0,6930.0,Phillips,1932.0,Etching,,22.9,19.1,$,6000.0,8000.0,6930.0
Pablo Picasso,"Portrait de Jacqueline de face II (Portrait of Jacqueline from the Front II) (B. 1063, Ba. 1280)",2022-06-25T16:00:00,2022-06-25T16:00:00,80000.0,120000.0,138600.0,Phillips,1962.0,Linocut,,64.1,52.7,$,80000.0,120000.0,138600.0
Pablo Picasso,"Portrait de Jacqueline de face II (Portrait of Jacqueline from the Front II) (B. 1063, Ba. 1280)",2022-06-25T16:00:00,2022-06-25T16:00:00,80000.0,120000.0,138600.0,Phillips,1962.0,Linocut,,64.1,52.7,$,80000.0,120000.0,138600.0
Pablo Picasso,"Cavalier en visite chez une fille, avec la Célestine et un petit chien (Cavalier Visiting a Girl, with Celestine and a Small Dog), plate 162 from 347 Series (Bl. 1642, Ba. 1658)",2022-09-14T17:00:00,2022-09-15T17:00:00,2000.0,3000.0,4410.0,Phillips,1968.0,Aquatint,,10.0,16.0,£,2308.99,3463.48,5091.32
Pablo Picasso,"Peintres aux champs: autour du XIXe Siècle et de Courbet (Field Painters: Around the 19th Century and Courbet), plate 327 from 347 Series (Bl. 1807, Ba. 1824)",2022-09-14T17:00:00,2022-09-15T17:00:00,2500.0,3500.0,3780.0,Phillips,1968.0,Etching,,21.0,26.6,£,2886.24,4040.73,4363.99
Pablo Picasso,"Le Viol, V, plate 31 from La Suite Vollard (B. 182, Ba. 341)",2022-06-25T16:00:00,2022-06-25T16:00:00,4000.0,6000.0,6300.0,Phillips,1933.0,Drypoint,260.0,29.5,36.5,$,4000.0,6000.0,6300.0
Pablo Picasso,"Cavalier en visite chez une fille, avec la Célestine et un petit chien (Cavalier Visiting a Girl, with Celestine and a Small Dog), plate 162 from 347 Series (Bl. 1642, Ba. 1658)",2022-09-14T17:00:00,2022-09-15T17:00:00,2000.0,3000.0,4410.0,Phillips,1968.0,Aquatint,,10.0,16.0,£,2308.99,3463.48,5091.32
Pablo Picasso,"Artiste peintre avec un modèle qui boude (Painter with a Sulking Model), plate 346 from 347 Series (Bl. 1826, Ba. 1843)",2022-06-14T16:00:00,2022-06-15T17:00:00,4000.0,6000.0,9450.0,Phillips,1968.0,Etching,,22.8,32.5,£,4805.04,7207.55,11351.9
Pablo Picasso,Figures et plante,2022-05-18T23:00:00,2022-05-18T23:00:00,4000000.0,6000000.0,10267000.0,Phillips,1932.0,oil,,18.4,23.8,$,4000000.0,6000000.0,10267000.0
Pablo Picasso,Two works: (i-ii) Maternité,2022-05-19T14:00:00,2022-05-19T14:00:00,70000.0,100000.0,107100.0,Phillips,1951.0,pencil,,26.7,21.0,$,70000.0,100000.0,107100.0
Pablo Picasso,Two works: (i-ii) Maternité,2022-05-19T14:00:00,2022-05-19T14:00:00,70000.0,100000.0,107100.0,Phillips,1951.0,pencil,,26.7,21.0,$,70000.0,100000.0,107100.0
Pablo Picasso,"Autour d'El Greco et de Rembrandt: Portraits (Around El Greco and Rembrandt: Portraits), plate 40 from 347 Series (Bl. 1520, Ba. 1536)",2022-06-14T16:00:00,2022-06-15T17:00:00,3000.0,5000.0,4410.0,Phillips,1968.0,Etching,,22.3,32.1,£,3603.78,6006.29,5297.55
Pablo Picasso,"Maison close, Degas avec son album, Célestine, trois filles, et un pouf Marocain (Brothel, Degas with his Album, Célestine, Three Ladies, and a Moroccan Pouf), plate 87 from Séries 156 (Bl. 1942, Ba. 1951)",2022-06-14T16:00:00,2022-06-15T17:00:00,2000.0,3000.0,2520.0,Phillips,1971.0,Etching,,36.8,48.8,£,2402.52,3603.78,3027.17
Pablo Picasso,"Cavalier en visite chez une fille, avec la Célestine et un petit chien (Cavalier Visiting a Girl, with Celestine and a Small Dog), plate 162 from 347 Series (Bl. 1642, Ba. 1658)",2022-09-14T17:00:00,2022-09-15T17:00:00,2000.0,3000.0,4410.0,Phillips,1968.0,Aquatint,,10.0,16.0,£,2308.99,3463.48,5091.32
Pablo Picasso,Figures et plante,2022-05-18T23:00:00,2022-05-18T23:00:00,4000000.0,6000000.0,10267000.0,Phillips,1932.0,oil,,18.4,23.8,$,4000000.0,6000000.0,10267000.0
Pablo Picasso,Two works: (i-ii) Maternité,2022-05-19T14:00:00,2022-05-19T14:00:00,70000.0,100000.0,107100.0,Phillips,1951.0,pencil,,26.7,21.0,$,70000.0,100000.0,107100.0
Pablo Picasso,Figures et plante,2022-05-18T23:00:00,2022-05-18T23:00:00,4000000.0,6000000.0,10267000.0,Phillips,1932.0,oil,,18.4,23.8,$,4000000.0,6000000.0,10267000.0
Pablo Picasso,Two works: (i-ii) Maternité,2022-05-19T14:00:00,2022-05-19T14:00:00,70000.0,100000.0,107100.0,Phillips,1951.0,pencil,,26.7,21.0,$,70000.0,100000.0,107100.0
Pablo Picasso,Figures et plante,2022-05-18T23:00:00,2022-05-18T23:00:00,4000000.0,6000000.0,10267000.0,Phillips,1932.0,oil,,18.4,23.8,$,4000000.0,6000000.0,10267000.0
Pablo Picasso,"Les Trois baigneuses, I (The Three Bathers, I) (B. 60, Ba. 106)",2022-04-19T21:00:00,2022-04-21T21:00:00,12000.0,18000.0,16380.0,Phillips,1923.0,Drypoint,102.0,17.8,13.0,$,12000.0,18000.0,16380.0
Pablo Picasso,"Au cirque (At the Circus), plate 9, from The Saltimbanques Suite (B. 9, Ba. 11)",2022-04-19T21:00:00,2022-04-21T21:00:00,3000.0,4000.0,5292.0,Phillips,1905.0,Drypoint,250.0,21.9,14.0,$,3000.0,4000.0,5292.0
Pablo Picasso,"Le Repos du sculpteur II (The Sculptor's Rest), plate 63 from the Vollard Suite (B. 172, Ba. 325)",2022-04-19T21:00:00,2022-04-21T21:00:00,6000.0,9000.0,8820.0,Phillips,1933.0,Etching,260.0,19.4,27.0,$,6000.0,9000.0,8820.0
Pablo Picasso,"Peintre au travail (Peintre barbu avec modèle nu et un spectateur) (Painter at Work, Bearded Painter with Nude Model and a Spectator) (B. 1122, Ba. 1116)",2022-04-19T21:00:00,2022-04-21T21:00:00,6000.0,9000.0,10710.0,Phillips,1963.0,Etching,,30.8,41.3,$,6000.0,9000.0,10710.0
Pablo Picasso,"Au théâtre: L'Astrologue (At the Theater: The Astrologer) (B. 1425, Ba. 1453)",2022-04-19T21:00:00,2022-04-21T21:00:00,3000.0,5000.0,4032.0,Phillips,1966.0,Etching,,22.2,31.8,$,3000.0,5000.0,4032.0
Pablo Picasso,"Peintre au travail (Peintre barbu avec modèle nu et un spectateur) (Painter at Work, Bearded Painter with Nude Model and a Spectator) (B. 1122, Ba. 1116)",2022-04-19T21:00:00,2022-04-21T21:00:00,6000.0,9000.0,10710.0,Phillips,1963.0,Etching,,30.8,41.3,$,6000.0,9000.0,10710.0
Pablo Picasso,"Homme arrêtant un cheval devant une femme (Man Stopping a Horse in Front of a Woman), plate 57 from 347 Series (B. 1537, Ba. 1553)",2022-04-19T21:00:00,2022-04-21T21:00:00,4000.0,6000.0,9450.0,Phillips,1968.0,Etching,,27.9,38.4,$,4000.0,6000.0,9450.0
Pablo Picasso,"Homme-chien et femme, avec une petite bourgeoise stupefaite (Man-dog and Woman, with a Stupefied Little Bourgeoise), plate 32 from 156 Series (B. 1887, Ba. 1893)",2022-04-19T21:00:00,2022-04-21T21:00:00,3000.0,5000.0,3276.0,Phillips,1970.0,Etching,,21.9,27.9,$,3000.0,5000.0,3276.0
Pablo Picasso,"Profile en trois couleurs (Profile in Three Colors) (B. 826, M. 288)",2022-04-19T21:00:00,2022-04-21T21:00:00,15000.0,25000.0,17640.0,Phillips,1956.0,Lithograph,,50.8,32.4,$,15000.0,25000.0,17640.0
Pablo Picasso,"Le Vieux Roi (The Old King) (B. 869, M. 317)",2022-04-19T21:00:00,2022-04-21T21:00:00,1000.0,1500.0,4032.0,Phillips,1959.0,Lithograph,1000.0,66.0,51.4,$,1000.0,1500.0,4032.0
Pablo Picasso,"Vallauris 1956 exposition (Bl. 1271, Ba. 1042, Cz. 19)",2022-01-19T18:00:00,2022-01-20T17:00:00,2000.0,3000.0,3528.0,Phillips,1956.0,Linocut,200.0,66.0,54.0,£,2721.72,4082.58,4801.11
Pablo Picasso,"Peintre au travail (Peintre barbu avec modèle nu et un spectateur) (Painter at Work, Bearded Painter with Nude Model and a Spectator) (B. 1122, Ba. 1116)",2022-04-19T21:00:00,2022-04-21T21:00:00,6000.0,9000.0,10710.0,Phillips,1963.0,Etching,,30.8,41.3,$,6000.0,9000.0,10710.0
Pablo Picasso,"Toros en Vallauris 1955 (Bulls in Vallauris 1955) (Bl. 1265, Ba. 1029, Cz. 14)",2022-01-19T18:00:00,2022-01-20T17:00:00,2000.0,3000.0,3780.0,Phillips,1955.0,Linocut,100.0,66.0,52.0,£,2721.72,4082.58,5144.05
Pablo Picasso,"Femme dans un fauteuil et guitariste (Woman in an Armchair with Guitarist) (Bl. 917, Ba. 1232)",2022-01-19T18:00:00,2022-01-20T17:00:00,15000.0,20000.0,23940.0,Phillips,1959.0,Linocut,,53.0,64.0,£,20412.88,27217.18,32578.96
Pablo Picasso,"Minotaure blessé (Wounded Minotaur), plate 88 from La Suite Vollard (Bl. 196, Ba. 363)",2022-01-19T18:00:00,2022-01-20T17:00:00,3500.0,4500.0,9450.0,Phillips,1933.0,Etching,260.0,19.2,26.7,£,4763.01,6123.87,12860.12
Pablo Picasso,"Peintre au travail (Peintre barbu avec modèle nu et un spectateur) (Painter at Work, Bearded Painter with Nude Model and a Spectator) (B. 1122, Ba. 1116)",2022-04-19T21:00:00,2022-04-21T21:00:00,6000.0,9000.0,10710.0,Phillips,1963.0,Etching,,30.8,41.3,$,6000.0,9000.0,10710.0
Pablo Picasso,"Toros en Vallauris 1955 (Bulls in Vallauris 1955) (Bl. 1265, Ba. 1029, Cz. 14)",2022-01-19T18:00:00,2022-01-20T17:00:00,2000.0,3000.0,3780.0,Phillips,1955.0,Linocut,100.0,66.0,52.0,£,2721.72,4082.58,5144.05
Pablo Picasso,"Peintre au sabot et au chausson avec sa toile (The Painter Wearing a Clog and a Slipper, with His Canvas), plate 150 from Séries 156 (Bl. 2004, Ba. 2014)",2022-01-19T18:00:00,2022-01-20T17:00:00,2000.0,3000.0,2268.0,Phillips,1971.0,Aquatint,,22.7,30.3,£,2721.72,4082.58,3086.43
Pablo Picasso,"Femme au grand nez, en raccourci, sur un lit (Woman with Big Nose, in Foreshortening, on a Bed), plate 139 from Séries 156 (Bl. 1993, Ba. 2003)",2022-01-19T18:00:00,2022-01-20T17:00:00,1500.0,2000.0,1890.0,Phillips,1971.0,Etching,,36.8,49.4,£,2041.29,2721.72,2572.02
Pablo Picasso,"Odalisque au collier de chien (Odalisque with a Dog Collar), plate 39 from Séries 156 (Bl. 1894, Ba. 1900)",2022-01-19T18:00:00,2022-01-20T17:00:00,1000.0,1500.0,4410.0,Phillips,1970.0,Etching,,50.7,53.4,£,1360.86,2041.29,6001.39
Pablo Picasso,"Danseuse tâchant de séduire la chouette d'un guitariste - ou l'inverse (Dancer Trying to Seduce a Guitarist's Owl - or the Other Way Around), plate 46 from Séries 156 (Bl. 1901, Ba. 1907)",2022-01-19T18:00:00,2022-01-20T17:00:00,3000.0,5000.0,4788.0,Phillips,1970.0,Etching,,27.0,34.8,£,4082.58,6804.29,6515.79
Pablo Picasso,"Cavalier surprenant des femmes dansant au clair de lune (Horseman Surprised at Women Dancing in the Moonlight), plate 59 from Séries 156 (Bl. 1914, Ba. 1921)",2022-01-19T18:00:00,2022-01-20T17:00:00,1500.0,2000.0,4032.0,Phillips,1971.0,Etching,,14.9,20.7,£,2041.29,2721.72,5486.98
Pablo Picasso,"Célestine et fille, avec deux hommes en costume du XVIIe Siècle (Célestine and Daughter, with Two Men in 17th Century Costume), plate 132 from Séries 156 (Bl. 1987, Ba. 1997)",2022-01-19T18:00:00,2022-01-20T17:00:00,2000.0,3000.0,3276.0,Phillips,1971.0,Etching,,36.7,49.3,£,2721.72,4082.58,4458.17
Pablo Picasso,"Peintre au sabot et au chausson avec sa toile (The Painter Wearing a Clog and a Slipper, with His Canvas), plate 150 from Séries 156 (Bl. 2004, Ba. 2014)",2022-01-19T18:00:00,2022-01-20T17:00:00,2000.0,3000.0,2268.0,Phillips,1971.0,Aquatint,,22.7,30.3,£,2721.72,4082.58,3086.43
Pablo Picasso,"La Toilette de la mère (Mother's Grooming), from La Suite des Saltimbanques (Bl. 13, Ba. 15)",2021-10-19T14:00:00,2021-10-21T21:00:00,5000.0,7000.0,5040.0,Phillips,1905.0,Etching,250.0,23.8,17.8,$,5000.0,7000.0,5040.0
Pablo Picasso,"Jeune fille de profil couronnée de fleurs (Young Girl in Profile Crowned with Flowers), plate 6 from Six contes fantasques (Six Whimsical Tales) (Bl. 366, Ba. 696, see C. bks 66)",2021-10-19T14:00:00,2021-10-21T21:00:00,8000.0,12000.0,11340.0,Phillips,1944.0,Engraving,225.0,34.9,27.0,$,8000.0,12000.0,11340.0
Pablo Picasso,"Odalisque au collier de chien (Odalisque with a Dog Collar), plate 39 from Séries 156 (Bl. 1894, Ba. 1900)",2022-01-19T18:00:00,2022-01-20T17:00:00,1000.0,1500.0,4410.0,Phillips,1970.0,Etching,,50.7,53.4,£,1360.86,2041.29,6001.39
Pablo Picasso,"Homme arrêtant un cheval devant une femme (Man Stopping a Horse in Front of a Woman), plate 57 from 347 Series (Bl. 1537, Ba. 1553)",2021-10-19T14:00:00,2021-10-21T21:00:00,4000.0,6000.0,6930.0,Phillips,1968.0,Etching,,27.9,38.7,$,4000.0,6000.0,6930.0
Pablo Picasso,"Au théâtre: L'Astrologue (At the Theater: The Astrologer) (Bl. 1425, Ba. 1453)",2021-10-19T14:00:00,2021-10-21T21:00:00,3000.0,5000.0,3528.0,Phillips,1966.0,Etching,,22.2,29.5,$,3000.0,5000.0,3528.0
Pablo Picasso,"Au théâtre: L'Astrologue (At the Theater: The Astrologer) (Bl. 1425, Ba. 1453)",2021-10-19T14:00:00,2021-10-21T21:00:00,3000.0,5000.0,3528.0,Phillips,1966.0,Etching,,22.2,29.5,$,3000.0,5000.0,3528.0
Pablo Picasso,"Peintre et modèle (Painter and Model) (Bl. 1372, Ba. 1393)",2021-10-19T14:00:00,2021-10-21T21:00:00,4000.0,6000.0,5040.0,Phillips,1966.0,Etching,,39.4,55.9,$,4000.0,6000.0,5040.0
Pablo Picasso,"Peintre et modèle (Painter and Model) (Bl. 1372, Ba. 1393)",2021-10-19T14:00:00,2021-10-21T21:00:00,4000.0,6000.0,5040.0,Phillips,1966.0,Etching,,39.4,55.9,$,4000.0,6000.0,5040.0
Pablo Picasso,"Peintre et modèle (Painter and Model) (Bl. 1372, Ba. 1393)",2021-10-19T14:00:00,2021-10-21T21:00:00,4000.0,6000.0,5040.0,Phillips,1966.0,Etching,,39.4,55.9,$,4000.0,6000.0,5040.0
Pablo Picasso,"VIIIe Pythique (Eighth Pythian Ode), by Pindare (Bl. 995-98, Ba. 1077-80, C. bks 108)",2021-10-19T14:00:00,2021-10-21T21:00:00,6000.0,9000.0,13860.0,Phillips,1960.0,drypoint,,50.5,33.0,$,6000.0,9000.0,13860.0
Pablo Picasso,"VIIIe Pythique (Eighth Pythian Ode), by Pindare (Bl. 995-98, Ba. 1077-80, C. bks 108)",2021-10-19T14:00:00,2021-10-21T21:00:00,6000.0,9000.0,13860.0,Phillips,1960.0,drypoint,,50.5,33.0,$,6000.0,9000.0,13860.0
Pablo Picasso,"Femme à sa toilette et homme au chapeau Rembranesque (Woman at Her Dressing Table and Man in a Rembrandtesque Hat), plate 258 from 347 Series (Bl. 1738, Ba. 1755)",2021-10-19T14:00:00,2021-10-21T21:00:00,3500.0,4500.0,6930.0,Phillips,1968.0,Etching,,21.0,15.2,$,3500.0,4500.0,6930.0
Pablo Picasso,"Quatre femmes nues et tête sculptée (Four Nude Women and a Carved Head), plate 82 from La Suite Vollard (Bl. 219, Ba. 424)",2021-06-14T17:00:00,2021-06-15T17:00:00,15000.0,20000.0,17640.0,Phillips,1934.0,Etching,260.0,22.3,31.5,£,21164.92,28219.89,24889.94
Pablo Picasso,"Exposition Vallauris (Vallauris Exhibition) (Bl. 1301, Ba. 1354, C. 53)",2021-06-14T17:00:00,2021-06-15T17:00:00,1000.0,1500.0,1260.0,Phillips,1964.0,Linocut,168.0,64.0,53.2,£,1410.99,2116.49,1777.85
